Product_Name,Rating,Review_Comments
Three-Piece Vaule Combo Pack for Sanyo 6600 Katana: Cell Phones & Service,1.0,The headphone has a standard 8mm plug and won't work with the Katana. The case is absolutely worthless. Don't waste your money on this product
USB DATA CABLE + CD DRIVER for LG VX8600 VX-8600 / VX-8500 VX8500 CHOCOLATE: Cell Phones & Service,1.0,The software that comes with this is not the right software for the VX8500
USB DATA CABLE + CD DRIVER for LG VX8600 VX-8600 / VX-8500 VX8500 CHOCOLATE: Cell Phones & Service,2.0,Havent really used it but attempted to as soon as i recieved it. Not too sure how it works...its not showing my phone on any of the software programs (after i hook it up using the USB cable)
Nokia BL-4C - Cellular phone battery 1 x Li-Ion 720 mAh: Cell Phones & Service,1.0,the nokia bl-4c battery i got is a counterfeit with fake number 0406040703000042032
Black Plastic Swivel Holster Belt Clip for Motorola Razr V3 / V3m LCD faces in: Cell Phones & Service,1.0,"I was extremly disappointed when I received this. It did not fit my phone and promptly was thrown into the garbage can. I had one of the first Razor phones and it did not fit. When I got th belt clip I went to CINGULAR to upgrade my phone to a newer version and brought the belt clip... that didn't fit either. I would no recommend this product to anyone, even if it does cost a dollar... with shipping cost it costs about $6.00"
Black Plastic Swivel Holster Belt Clip for Motorola Razr V3 / V3m LCD faces in: Cell Phones & Service,1.0,the case broke the very next day that i got it
Motorola Q Desktop Charging Station: Cell Phones & Service,1.0,You will still need to buy the AC cord for this unit.  This is not a charger.  It's essentially a $30.00 piece of plastic that holds the Q upright. 
LG LX150 LX-150 VX9900 VX-9900 VX 9900 enV / VX8600 VX-8600 8600 / VX8500 VX-8500 VX 8500 Chocolate USB Data Cable and Drivers For Phone: Cell Phones & Service,2.0,i bought this product about a month or two ago. and i still haven't been able to figure out how to use it. i had other phones in the past and used a data cable to download ringtones and were easy products to use. THis product seems  to be a lot harder unless it's the wrong data cable which it shouldn't be since it's advertised as an EnV data cable
LG LX150 LX-150 VX9900 VX-9900 VX 9900 enV / VX8600 VX-8600 8600 / VX8500 VX-8500 VX 8500 Chocolate USB Data Cable and Drivers For Phone: Cell Phones & Service,2.0,"The first problem I encountered with this came right after I took it out of the box.Both connectors were covered by labels, which left a bunch of sticky residue when I tried to pull them off.  I spent about an hour just trying to get them clean enough to use.Second problem came when I popped in the ""software"" disc.  It turned out to be nothing more than a readme file linking me to drivers that didn't even work.  I spent another 20-30 minutes searching the net for drivers that worked.The cable itself worked fine after I managed to clean the connectors off, find the appropriate drivers, and download Windows Media Player.  Be aware, if you have a Chocolate with V5 firmware, you won't be able to use programs like BitPim with this cable"
Motorola Razr V3/ V3C Crystal Clip Shell Protective Hard Case Cover Skin - Crystal Smoke: Cell Phones & Service,1.0,DO NOT BUY THIS ITEM!!!!!!!!!! I HAVENT EVEN DROPPED MY PHONE OR HIT IT AGAINST ANYTHING AND ITS CRACKING ON ALL CORNERS.......
"Original Motorola Car Charger for Motorola A925 / A1000 / C331 (TDMA with antenna version) / C332 (TDMA versions) / C333 (CDMA with antenna) / C353 (TDMA) / C975 / E310, E398, E550, E815 / E816 / ROKR E1 / Timeport 270 / T270 / T270c, Timeport 280 / V60 / V60c / V60g / V60i / V60t / V66 / V70 / V120 / V120c / V120e / V120t / V120x / V260 / V262 / V550 / V551 / V555 / V557 / V600 / V710 / V810 / V980 / Nextel ii80s / i85 / i85s / i88 / i90 / i90c / i95 / i95cl / i99cl [OEM] SYN1631 from Eforcity: Cell Phones & Service",2.0,"I received this item and the blue illuminated cap is not present on this item.  There is a less expensive product in the marketplace w/ a mere blue LED that looks similar, and that product costs about $10 less @ Best Buy.  While certainly this product works satisfactorily and the price is decent, you should realize that what you're going to get is not what is pictured... unless Eforcity fixes things, that is"
Motorola V180/V186/V188/V220/C331g/C332/C333g/C350/C350g/C353/C359 GSM Tri-Band/C650/ Rapid Car Charger: Cell Phones & Service,1.0,Bought a cell phone battery from this company and it was defective and died ONE WEEK after their return/replacement deadline.  Shouldn't a cell phone battery last longer than a month??  They refuse to refund or replace.  They are a shady company and I'll never do business with them again and will warn others to do the same
Motorola V180/V186/V188/V220/C331g/C332/C333g/C350/C350g/C353/C359 GSM Tri-Band/C650/ Rapid Car Charger: Cell Phones & Service,1.0,"I've had car chargers before, for other cell phones, and never experienced any problems. I was attracted to this one by the low cost, but I guess you get what you pay for. It lasted for about two uses and then quit altogether."
Motorola V180/V186/V188/V220/C331g/C332/C333g/C350/C350g/C353/C359 GSM Tri-Band/C650/ Rapid Car Charger: Cell Phones & Service,1.0,"The charger I got did not fit the Motorola V188, wrong connecter. I was offered a full refund"
Scratch Resistant Screen Guard Protector LCD Shield for Motorola Q BONUS Lint Cleaning Cloth: Cell Phones & Service,1.0,"This product is not what its cracked up be, if looking for a screen protector, look elsewhere.  I can use the cloth and clean my own screen which is great but the screen protector really makes the screen look bad.  Waste of $10 and customer service won't respond to my email, matter of fact, email to customer service didn't ever deliver"
Palm Treo 700w 700 Auto Rapid Car Charger with Ic Chip: Cell Phones & Service,1.0,The product broke the first day I used it. I'm going to have to be more careful. I think they are all cheep.
Palm Treo 700w 700 Auto Rapid Car Charger with Ic Chip: Cell Phones & Service,1.0,"Bought a cell phone battery that, of course, died one week past their return/refund deadline. Refused to refund or replace even though the product is CLEARLY defective. This company is a ripoff and will never do business with them again. Consider yourself warned"
Cingular 8525 ClearTouch Crystal Screen Protector: Cell Phones & Service,1.0,"This is virtually impossible to apply without trapping dust bubbles on the surface of the screen. I attempted 4 times, washing the back thoroughly between each attempt, cleaning the Cingular screen with a new lens cloth. Once specks of dust touch the adhesive they're there for good and the protector is ruined. I gave up because I was more worried about scratching the device screen from repeatedly prying the protector off than I was of the scratches the protector was meant to avoid! Save your money and just buy a good case to put your 8525 in."
Motorola RAZR V3c Pink Phone (Verizon Wireless): Cell Phones & Service,1.0,"I have had to exchange my Pink Verizon Motorola Razr 3 times!!!!!!  Luckily I purchased the insurance....  I'm going back tomorrow for my 4th phone in 1 yr (this last phone only lasted a few weeks!)... This time I am asking for different phone.  The phone works fine then all of sudden one day, 1/2 the buttons stop working and then when you flip the phone open the ""#"" is on the screen and you can't get to anything.... No phone numbers, no voicemail, no text messages, nothing!!!! It is extremely frustrating.  What is the point of a cute phone that doesn't work"
Motorola RAZR V3c Pink Phone (Verizon Wireless): Cell Phones & Service,1.0,"i hate this phone.  i moved to miami and cannot get reception anywhere. it  cuts me off the minute i enter any building so i am stuck standing outside to talk.  i had to get a land line for the first time in over 5 years because i cannot use it in my apartment, so i am wasting tons of money on a land line with overpriced long distance rates.  but here's the thing:  other people on verizon using a different brand phone like LG have absolutely no problem!  they actually get a couple bars of reception, whereas i always have one or none at all.  i returned the phone and all they could do was give me another just like it... with all the same problems.  i actually had over 30 dropped calls in one month.  i am now stuck with it for the next 2 years unless i want to purchase another one for full price.  on top of that, people are right when they say the battery life is ridiculous.  unless you never talk on it, the battery wears out in a hurry.  and the volume buttons on the side are very hard to use when talking.  i usually end up putting it on speaker phone by accident.  i am trying to decide which is the lesser of two evils.. chucking this one in the drawer and purchasing a different one, or wasting money on a land line.  whatever you do, don't get suckered in by it's cute pink color, because underneath it's pretty exterior it's junk"
Motorola RAZR V3c Pink Phone (Verizon Wireless): Cell Phones & Service,2.0,"I'm not a huge fan of this phone.  I got it because I needed a new phone, it was only 40 bucks and, it's pink.  1.  The battery life on this phone is TERRIBLE.  T-E-R-R-I-B-L-E.  Yesterday, after charging the phone the ENTIRE night, took it off the charger about 8am for work.  I made a 5 minute phone call, a 6 minute phone call, entered a number into my contacts, entered an event into my calendar, received a text message and made a 3 minute phone call and the phone started bleeping ""low battery""!!!!!2. The ringtones are SOOOOOOO crappy.  Remember the ringtones on cell phones 10 years ago?  That's what is here.3. The date and time don't continuously display on the outside screen.  I don't have a clock in my office (I have a very small office and work for a non-profit) and I don't wear a watch, I'm constantly opening my phone to see the time, it's ridiculous.4.  The battery life is TERRIBLE.The good thing about this phone so far:Great reception.  I hear people very clearly for the 6 minutes I am able to speak to them before the battery goes dead.  If you want a cute-sy phone and you speak for less than 10 minutes a day, this is a great phone.  Otherwise get something else"
Motorola RAZR V3c Pink Phone (Verizon Wireless): Cell Phones & Service,1.0,"After my Nextel phone started acting up, I decided to switch services because I liked the Razr style and a lot of people I was calling were already on Verizon so the ""In"" calling was a bonus. I have had this phone all of 3 days and already miss my Motorola i860. You can import only a couple of MP3s before the phones memory is full, unless you buy their $50 transflash card (1 gig is the largest). Then, you cannot assign the MP3s you import as ringtones either, a major disappointment for me - again missing my i860 with its 400+ ringtones that I imported from random WAV, midi and MP3 files. You cannot change the softkeys on the main menu either and the calendar is hard to input events (you have to set a reminder for all, there is no option for no reminder). All in all, not what I grew accustomed to with my i860.  I'm already thinking the $175 early term charge is a bargain compared to what I will spend over the life of my 2-year contract. And that leads me to another rip-off with Verizon, they charge you an extra $35 to sign only a one-year term! Next time I'll read the fine print, and just upgrade my Nextel"
Motorola RAZR V3c Pink Phone (Verizon Wireless): Cell Phones & Service,2.0,"well im 16 [writing kids review because i dont have my own amazon account] and when i first got my pink razr from verizon wireless i loved it especially because its pink, but now that ive had it for 2 months or so im not so fond of it. first off, it takes about eight seconds to clear to the home screen, and that takes forever, the phone in general is slow. also theres an obnoxious buzzing in the earpiece. Im stuck with this phone for a while, and am not to happy with it"
Motorola RAZR V3c Pink Phone (Verizon Wireless): Cell Phones & Service,1.0,I am terribly disappointed with my RAZR V3c phone.  I purchased it for the bluetooth capability and the size and color which are the ONLY positive features.  The viewing screen is so small that I can't even read the time and it does not give the option to use larger font size.   The battery dies about three hours after being charged even if I haven't used the phone.  It does not give me the ability to automatically call back someone who left a message unless that person also has Verizon service.  I am forced to enter a code in order to hear my messages and I can't find any way change this.  I wish I had my old Sprint phone again.
RIM Blackberry 8700 series Plastic Swivel Holster Black (ACC-10364-001): Cell Phones & Service,2.0,"Holds the phone well for a few months untils the clips on the side loosen and break.  After that happens, the phone falls out pretty easily. (and you realize the 8700c bunces and still keeps working)  I ended up replacing it with a different holster from RIM that has a magnetic clasp.  (The replcement works great"
RIM Blackberry 8700 series Plastic Swivel Holster Black (ACC-10364-001): Cell Phones & Service,2.0,"This is a very basic holster, and often simple is best - but not this time. The good news: the 8700 slips right in and out with ease, the swivel works great, and the clip is reasonably secure. A minor issue, becuase its plastic, when the virbrate ""ring"" is active, it makes an annoying rattle sound. The real problem is that the 8700 is held in the case by two flimsy plastic tabs (one on each side). Everyday use must weaken the plastic, becuase after about two months one of these tabs broke on my case, which meant that they 8700 would not stay put. It slipped out and fell to the floor several times. I replaced the case, and a month later, the tabs on the new case broke too. Due to cheap build quality, I'd suggest you look at third-party case options instead of this one. "
RIM Blackberry 8700 series Plastic Swivel Holster Black (ACC-10364-001): Cell Phones & Service,2.0,I recived a Blackberry for my birthday in the box the blackberry came in there was a plastic case I tryed to put it on but it wouldnt fit but eventuly it did I tryed to press the enter key but it was covered by the plastic. The reason I gave it a two star was at least it holds it very tight but it makes it impossable to answer a call. I suggest you get a leather on they work alot better
"Ratcheting Swivel Belt Holster for Motorola i710, i730: Cell Phones & Service",2.0,"I have gone through 4 of these in the last 6 months.  It used to be only $6 each so it didnt matter too much (Nextel sells theirs for usually $15-$20).  This is a cheap knockoff.  But if you are looking for a temporary fix or just dont care how often you replace them, feel free to buy this item.  Now that they have raised the price to $10, I'll probably not buy this anymore and get the better one at Nextel"
Samsung T809 LiIon Battery Pack: Cell Phones & Service,1.0,"ahhh I see your battery is dying.  Be forewarned.  I'm betting this doesn't fix the problem.  I mean really how old is your phone?  Not old enough yet to have made this battery tired.  The Li-ion batteries usually last around 18 months (hence at 18mon a bunch of i-pod users are gonna get pissy when the i-pod doesn't work anymore and you can't change the battery.)why hasn't yours lasted that long... oh because your phone sucks.  you will be like me get a new battery and it will only last for 7 hr on standby at first and then drop down to 4 hr on standby.Why?  have you noticed yet how hot that phone is running?  it is cooking its internal electronics, your ear, and the battery.when you get a new phone - the new one will only have a 90day warranty.  T-mobile will charge you for shipping.  you will spend at least an hour with them on the phone.aren't these costs adding up for you yet"
Ratcheting Swivel Belt Holster for Motorola i530: Cell Phones & Service,1.0,"I have to return this.  Order Motorola, not some off-name brand.  It doen not fit the phone it says it fits"
Ratcheting Swivel Belt Holster for Motorola i530: Cell Phones & Service,1.0,"Just as a note to any Motorola i530 users, this belt clip does not fit the phone.  The wraparound clips at the bottom of the holster are too large for the phone and the thumbclip at the top of the holster does not reach far enough over the top of the phone to snap into the lock groove.  Do not bother with it.  This item may be mislabeled and actually be compatible with another Motorola phone, but I have no way to find out as I only own an i530"
Palm Treo 650 700w Tx Tungten T5 Tungten E2 Lifedrive Rapid Car Charger: Cell Phones & Service,1.0,"i got this items for my palm tx.  it ncame in the same week that i order it. that was great!  plug it in, it didn't fit so wigle it in. windup pushing the tip in. i manage to pull the out the tip.  i tryed again this time i grip the base tightly, the base split in two. one more time, this time the coper piece got smashed.  i straighten out the coper. plug it in it work, bearly. i threw it away.  k.p.s.  not good purchaged, don't bu"
"Samsung A880, A890, A900, A920, A940, A950, A970 OEM Original Stereo Headphone Adapter 2.5mm to 3.5mm AETS43CSEB/STD: Cell Phones & Service",1.0,I ordered a PC case that came in a box 1000 times larger then what this was shipped in for 10 dollar shipping but I ordered 5 of these for myself and co workers and shipping was 22 dollars.Never agai
"Lithium Ion Battery for Motorola i830, i836: Cell Phones & Service",1.0,"I purchased this battery as a replacement for the 2yr old battery that came with my phone.  My old battery would not hold a charge anymore, so I wanted a new one.  The new one proved to be just as bad.  I don't think it's a problem with this vendor but a problem with the manufacturer instead.  Would not recommend ordering this if you're looking to replace an old one"
CELLULAR INNOVATIONS UY-ADT Universal Cigarette Lighter Splitter: Cell Phones & Service,1.0,"I ordered 6 adjustable universal cigarette lighter splitters. I got six splitters but the are the hard plastic non adjustable kind, not at all like the ones shown. The shipping cost was almost as much as the splitters so I am not going to pay to send them back. I never got an e-mail about the substituation or response to my calls or e-mail to the company. I will not buy any thing else from them"
CELLULAR INNOVATIONS UY-ADT Universal Cigarette Lighter Splitter: Cell Phones & Service,1.0,"the other reviewer couldn't run much power through his splitter, but thought it might be ok for cell phone chargers, etc.I wanted a splitter for my radar detector and my cell phone charger, so I thought great.I can't get any power through mine at all. The little light goes on, but the radar detector doesn't go and the cell phone charger doesn't go. I'll probably take it apart andd see if I can rewire it. It isn't worth shipping back.I really can't recommend buying one of these things from this manufacturer"
CELLULAR INNOVATIONS UY-ADT Universal Cigarette Lighter Splitter: Cell Phones & Service,2.0,"There's nothing ""universal"" about this product.  It'll split lightweight stuff like cell phones, but don't trust anything more demanding than that with this splitter.  I hooked my laptop up through it and the fuse blew within one second.  Sadly, I'd bought four of these since shipping cost as much as the item itself, and ALL FOUR died when I tried them with my laptop.  The back of the package says not to use items that use over a total of 10amps, which seemed reasonable, so I got out my ammeter and figured out that my laptop used 6amps at most, so not only is this busted, but they lie on the package.  I managed to open up the splitter and put in some more heavy duty wiring and a stronger fuse, and then it worked for a short time until I started smelling plastic melting -- it turns out even one of the springs inside couldn't handle 6amps and heated up enough to disfigure and melt plastic around it.  I give this item two stars only because you might want to plug in two cell phones simultaneously.  For anything else, beware"
Motorola i530 Yellow Phone (Nextel): Cell Phones & Service,1.0,"I have had three of these during my two year contract, I am trying to baby the last one enough until the end of the two years.  Each has had the problem of powering down and re-booting without warning.  The are billed as ""Mil-spec"" this or that, but unless you keep it inside a purse, get ready for many trips to the Sprint store.  Motorola used to be THE name in communications, but after this and my friend's problems with the Razr's, I'm headed to Nokia"
Motorola i530 Yellow Phone (Nextel): Cell Phones & Service,2.0,"My office has numerous i530 phones that came with our contract.  No person in our office has ever commented on how much they like this phone or its performance.  Battery life is terrible out of the box, the interface is clunky, and our personal phones with half the bulk have at least twice the overall performance.  If everything else in your life is perfect then this phone is for you-- it will give you SOMETHING to complain about.  For the rest of us consider other models or other manufactures to work with your Nextel/Sprint network contract"
Motorola i530 Yellow Phone (Nextel): Cell Phones & Service,2.0,I have a business acount with 8 lines.Three of my phones are the i530s. I have had nothing but problems with these phones. I have had one repaired three times. Each time I went to repair it I had to be  on a  waiting list because of the high level of repairs needed for this model. I would get it repaired only to have to do it again a few weeks later. Now I am having problems with another two of my phones with no reception and battery not charging. I keep spending the $35 charge for swapping them. And nextel customer service is a joke. They will not admit these phones are pieces of crap. When I call I wait for an eternity througha  million automated systems before finaly reaching a person only to be transferred to someone else only to be disconnected before I reach them.
Motorola i530 Yellow Phone (Nextel): Cell Phones & Service,1.0,"Stay away from this phone.  The 2 last phones stopped charging and are not able to be repaired. Picking up my last i530. If this one goes, Im canceling my Nextel service which includes 4 total phones on company account and looking for a new carrier. I've had it! Nextel and Motorola can't figure out that this phone is JUNK"
Motorola i530 Yellow Phone (Nextel): Cell Phones & Service,1.0,"My problems with nextel did not stop when I canceled my service. I will get to the problems with the service. When I went to get a new phone a day before my contract expired, I of course wanted to keep my number. So as I went to get my Cingular phone (highly recommended), I had the old number switched to my new number. Today, I get in the mail my nextel statement for the month with a $200 early termination even though I had not canceled my service, but had simply got a new phone and switched my number over. This was on icing on the cake after 2 years of absolutely amazingy bad service from nextel. In my town, not a small town by any means, there are very few places that have any service. In the largest subdivision, you cannot get service anywhere. I constantly get comments from people trying to reach me that get the classic nextel line...Please hold while the nextel subscriber you are trying to reach is located. Most of the time I would not even recieve incoming calls, calls would go straight to my voice mail. Not only would I not get the calls, but often I would not even get the voice mails until days or even weeks later. When I did actually take calls (and call out), I cannot count the number of times I've had my call dropped. I recieved so many different error messages sometimes I wonder if they just spend all their time at nextel thinking of different error messages to program into their phones. That brings me to the selling point of nextel, the famed and well-loved direct connect feature. This is an absolute joke. Direct connect only works MAYBE half the time I tried to use it. Even then, in the middle of the conversation I would be greeted by the loud beep of my phone telling me I wont be talking to that person anymore. Of course, I would expect nothing less from the nextel network. Text messaging with nextel is next to impossible. If it did not take hours to send or recieve a message, it took days, or maybe didn't even come at all. The internet access was fine, it the rare instance that it worked. Of course, when you don't have service, you don't get the internet access either. I was constantly getting the message ""network not available"". Calling and trying to complain to nextel is futile. Trying to get through to customer service takes forever and once you get through they do nothing. My experience with nextel has been nothing short of a disaster and I write this trying to warn anyone considering nextel. Stick with Verizon or Cingular and you will be much happier in the end. Don't make the same mistake I did."
Motorola i560 Phone (Nextel): Cell Phones & Service,1.0,"My wife and I both got this phone at the same time.  I chose it because it claims to be rugged, and the price was right.  Well, we have had them for around six months, and they are both not working right.  My wife took hers to one of those stores in the mall that can change the case, so her i560 now wears pink.  Shortly after, it started resetting itself randomly.  She would pick it up, just to find that she needed to enter the SIM password.  Over time it started doing it more and more.  At first I believed that it might be due to damage done from the case change, but later my phone started doing the same thing.  Now, my phone will reset itself at least four or five times a day.  I absolutely cannot believe that such a product is even being sold with such a bad defect.  Anybody can ship one bad product, but to get two phones with the same problem is unforgivable.  Shame on Motorola"
Motorola i560 Phone (Nextel): Cell Phones & Service,1.0,"I purchased 2 i560 phones - one for me and one for my husband.  Brand new out of the box, 1 of them had a bad microphone (you could hear the person talking, but they couldn't hear you).  Nextel & Motorolla wanted me to send the phone in for repair and be without it for 15 days - but I raised a stink and finally got it replaced (since it was broke from day 1, I didn't want a ""serviced"" phone).Here we are 3 months later, 1 of the phones has a bad microphone - AGAIN, and the other phone's keypad just went bad.  We don't mistreat these phones at all - in fact, we hardly ever use them!  Motorolla & Nextel's warranty is also worthless - we have to pay to ship our phone's to Motorolla, and we don't get them back for 15 days!I am stuck with a 2 year contract with Nextel, the service has been horrible, and the i560 phones are lemons & junk!  I would NEVER buy a i560 phone again, or use NEXTEL - their service is terrible!  And yes, many times the person on the other end has terrible static and sounds garbled when talking (aka - drunk)"
Motorola i560 Phone (Nextel): Cell Phones & Service,1.0,"I bought this phone at the same time I bought the i870. I've dropped my i870 a couple of times and it's fine. My husband dropped the ""rugged"" phone once and the antenna, which sticks out like a thumb, snapped off. Nextel does not warrantee the phone unless you have their insurance plan, regardless of the advertising claims that this phone is durable to army standards. What army? DO NOT BUY THIS PHONE! (unless of course, you also want to buy the insurance to replace it when it breaks in a few months"
Motorola i560 Phone (Nextel): Cell Phones & Service,1.0,"Purchased this phone as an upgrade from the i530, which I loved. I was at the end of a 2 year contract, and felt that I would get something with a few more bells and whistles - and was excited about the color screen with the icons.  Two of my family members have higher end Nextels and all work well. I would have purchased one of those, except I didn't really care about a camera for my phone, and this one was reasonably priced...and I found out you get what you pay for!  The i560 felt almost cheap in construction compared to the i750, i870 and even my old i530.  I had it for a couple of weeks when I started having trouble with the clarity of my calls - I could hear them, but they couldn't hear me.  A couple of times, I had the screen go to Airplane Mode, even when I hadn't touched it.  The fact that you had to take the whole phone out to see who is calling was another downside, too.  My previous phone had to be flipped open to see who was calling, but I had a holster that could hold the phone without disengaging it.  Not a great design for this holster. Another problem is with the power supply. When charging the phone, it is especially important to make sure the plug is seated tight - and to check that is says device attached - it comes out easy and stops charging even when it appears to be plugged into the phone correctly. Then I am on a phone call on speakerphone and the whole speaker just stops working.  Living in California apparently gives us an advantage - 30 day risk free guarantee.  Fortunately, we were on day 12, and after 54 minutes, one accidental disconnection by Nextel and 6 customer service agents, I finally received a return authorization and placed a new order.  Terrible, terrible phone.  Stay away from it.  Hoping the new one on it's way works much better!Michell"
Motorola i560 Phone (Nextel): Cell Phones & Service,1.0,"I got this phone as part of a buy-one-get one free promotion. I changed from Cingular because I couldn't stand my bill being constantly wrong. The i560 seemed like a good choice at first. However, it is not as resilient as advertised. Within the first two months, my phone already malfunctioned. While talking to my wife on the phone, the phone went wacky and the pound sign appeared on my screen. Next, all I could hear was the sound of someone holding down a phone key. I was not even touching the phone. The phone did not respond to any keystrokes or even the command to turn off. Once I removed the battery and placed it back into the phone, the phone restarted and went directly into Airplane Mode. This is the most annyoing features of this phone and I wish you could disable it altogether. My wife's phone had to be replaced by the vendor where we got our phone. Mine is currently on its way to Motorola to be repaired. Caveat Emptor!"
"Ultra Slim Travel Charger for Motorola V170, V171, V173: Cell Phones & Service",1.0,"I was seconds away from ordering this charger for my Mother's V170.  THANKS for the reviews - you have saved me time, money & frustration for letting me know - it won't work"
"Ultra Slim Travel Charger for Motorola V170, V171, V173: Cell Phones & Service",1.0,"I would have thought that amazon would have fix the problem that it did not fit v170. I ordered and guess what, it did not fit. I am returning it6/6/0"
"Ultra Slim Travel Charger for Motorola V170, V171, V173: Cell Phones & Service",1.0,"I bought my wife a brand-new v170 for her birthday.  She wanted an extra charger to take to work so I bought this one.  Big mistake!  It simply would not fit in the charger jack.  So basically, it's a worthless piece of plastic.  Last night when my wife was cleaning the counter, she threw it in the trash, brand-new box and all.  At $7.99 it wasn't even worth the trouble to try to return it.  Don't make the same mistake I did"
"Ultra Slim Travel Charger for Motorola V170, V171, V173: Cell Phones & Service",1.0,"I saw the other review that said it didn't work for V173, but I bought this anyway for my V170.  It also doesn't work for V170.  Why Amazon is advertising and selling this product as a Motorola V170 charger is beyond me.  I guess sometimes the products are mislabeled. "
"Ultra Slim Travel Charger for Motorola V170, V171, V173: Cell Phones & Service",1.0,The jack doesn't fit in the hole of the phone on the Motorola V173. Don't know about V170/
Three Piece Vaule Combo Pack for RIM Blackberry 8100 Pearl: Cell Phones & Service,1.0,"First the pros: clear plastic window is designed to cover keys as well as the screen, protecting them from wear. Fit is tight so the case takes up little additional space in my pocket.Now cons: dirt and debris easily finds its way between the plastic and the phone. this actually exacerbates the damage as the dirt grinds between the plastic and the phone. The plastic screen also attracts dust. When I tried to remove the phone for cleaning, the side of the case ripped.All in all, I would not have bought this product again. Please avoid"
Brand New Samsung MM-A900 Extended Battery w/ Door (1200 mAh): Cell Phones & Service,2.0,"I wanted to give it only one star but maybe it's a little better than the original...but I can't really tell much difference.  It still goes down by the end of the day and I don't like the bulge. Oh well, it's only $15. It was worth a chance..."
USB Data Cable for Nokia 2270/ 2285/ 3100/ 3200/ 3205/ 3570/ 3585/ 3585i/ 3586/ 3586i/ 3587i/ 3588i/ 3589i/ 5140/ 6015i/ 6016i/ 6019i/ 6100/ 6200/ 6225/ 6560/ 6585/ 6610/ 6800/ 6820/ 7210/ 7250i: Cell Phones & Service,1.0,"My equipment is a Nokia 6225, I have 2 PC with Windows 2000 Professional (SP4) and Windows XP Pro and both don't works . They don't know the device, and with the PC Suite of Nokia it is not connected either.Who can help me ?Thanks"
USB Data Cable for Nokia 2270/ 2285/ 3100/ 3200/ 3205/ 3570/ 3585/ 3585i/ 3586/ 3586i/ 3587i/ 3588i/ 3589i/ 5140/ 6015i/ 6016i/ 6019i/ 6100/ 6200/ 6225/ 6560/ 6585/ 6610/ 6800/ 6820/ 7210/ 7250i: Cell Phones & Service,1.0,"I assumed that I would get a DKU-5, which is supposed to work according to the Nokia site.   However, I got a DKU-2, which does indeed connect to my phone (6016i) but is recognized by neither Win XP nor Linux.I'm bummed...  The part number should have been properly displayed somewhere.  The packaging indicates that it is in fact Nokia part"
USB Data Cable for Nokia 2270/ 2285/ 3100/ 3200/ 3205/ 3570/ 3585/ 3585i/ 3586/ 3586i/ 3587i/ 3588i/ 3589i/ 5140/ 6015i/ 6016i/ 6019i/ 6100/ 6200/ 6225/ 6560/ 6585/ 6610/ 6800/ 6820/ 7210/ 7250i: Cell Phones & Service,1.0,"If you are buying this to connect to a Nokia phone beware.  It is a non-Nokia part and will no easily interface with the Nokia software.  It uses a different chipset than the Nokia data interface cable, which prevents it from using the standard Nokia drivers.  You may be able to get it working, but I have spent about four hours and have not met with success.  I installed the drivers provided.  I installed Nokia's drivers.  I even installed the PL-2303 serial driver, but I could not make it work.  Also note that this cable is a serial interface.  If converts the USB connection to your computer into a serial port, so you will likely not be happy with the data transfer speed.I would recommend against this purchase.  Spend the extra money and buy the real thing.  You'll save yourself some head aches and heart aches.God bless you"
USB Data Cable for Nokia 2270/ 2285/ 3100/ 3200/ 3205/ 3570/ 3585/ 3585i/ 3586/ 3586i/ 3587i/ 3588i/ 3589i/ 5140/ 6015i/ 6016i/ 6019i/ 6100/ 6200/ 6225/ 6560/ 6585/ 6610/ 6800/ 6820/ 7210/ 7250i: Cell Phones & Service,1.0,The cord does connect to my phone but the computer does not register the phone. This cord is pure crap
"Cell Phone/Electronics Charging Station, Faux Leather - (Black): Cell Phones & Service",2.0,"Although this product is very nice, I feel as though the wording that they use to describe it is incorrect. To me the words ""charge all at once"" means that I can charge all the devices with only one cord that plugs into the wall. However, this is not the case. This item is simply a method for organizing you devices. Although it is a nice idea, it is certainly not worth the $34.99 I paid, and if it wasn't a gift, and Christmas wasn't 3.5 days away, I WOULD return it. I feel that by using the words, ""charge all at once"" they are purposely misleading the customer."
palm Treo 680 PDA Phone (Unlocked): Cell Phones & Service,2.0,"I was impatient to buy the successor of my beloved Treo 650, and did so last January by upgrading to the Treo 680. I have been a faithful customer of Palm technology since 1997, and for the first time, I am disappointed. Of course, I still have the friendly Palm OS, tailor made for smart phones. I also have upgrade compatibility for my 15,000 records stored in the Treo's four main applications. But the minuscule battery of the 680 forces me to curtail Versamail sync and phone conversations, and its clumsy command bar results in unexpected commands (contrary to the 650, buttons are too close to each other). Reliability of the 680 is also left to be desired, especially compared with the 650 after firmware update. Finally, I use Intellisync for dual sync with both user-friendly Palm Desktop and heavy duty email MS Outlook; the acquisition of Pumatech by Nokia results in a clumsy new release of Intellisync for Treo: Intellisync new version added a record number in the ""note"" field of all my records ! I quickly reverted to an older Intellisync version and I wonder what will happen when I need to upgrade with  MS Office 2007 compatibility... Nokia's low blow to Palm ? It is time Palm responds with a decent dual sync solution of their own. If not, it's decided: I will switch to the Pearl"
palm Treo 680 PDA Phone (Unlocked): Cell Phones & Service,1.0,"The good news is they fixed a lot of the things about the Treo 650's interface that were clunky, and it seems to crash less, but the battery life is significantly less than the 650 in my experience -- so much so, that I wish I had never ""upgraded"" to the 680."
